"word","phonetic","part_of_speech_and_meanings","example_sentence","example_translation","audio_uk","audio_us"
"delivery","[di'livəri]","n.投递 交付 分娩","The package arrived on time thanks to fast delivery.","由于快递，包裹准时到了。","https://dict.youdao.com/dictvoice?type=1&audio=delivery","https://dict.youdao.com/dictvoice?type=2&audio=delivery"
"demand","[di'mɑ:nd]","vt.要求 需要 询问; n.要求 需求","The teacher demanded an explanation from the student.","老师要求学生作出解释。","https://dict.youdao.com/dictvoice?type=1&audio=demand","https://dict.youdao.com/dictvoice?type=2&audio=demand"
"democracy","[di'mɔkrəsi]","n.民主 民主制 民主国家","Many countries value democracy as a core principle.","许多国家把民主视为核心原则。","https://dict.youdao.com/dictvoice?type=1&audio=democracy","https://dict.youdao.com/dictvoice?type=2&audio=democracy"
"democratic","[.demə'krætik]","adj.民主的 民主政体的 大众的 平等的","She works for a democratic organization.","她为一个民主组织工作。","https://dict.youdao.com/dictvoice?type=1&audio=democratic","https://dict.youdao.com/dictvoice?type=2&audio=democratic"
"demonstrate","['demənstreit]","vt.说明 论证 证明 表露 示范 演示; vi.示威","The scientist demonstrated the experiment to the students.","科学家向学生演示了实验。","https://dict.youdao.com/dictvoice?type=1&audio=demonstrate","https://dict.youdao.com/dictvoice?type=2&audio=demonstrate"
"dense","[dens]","adj.密集的 浓厚的 愚钝的 不易看透的","The forest was so dense that sunlight barely passed through.","森林如此密集，阳光几乎透不过来。","https://dict.youdao.com/dictvoice?type=1&audio=dense","https://dict.youdao.com/dictvoice?type=2&audio=dense"
"density","['densiti]","n.密集 稠密 密度 透明度","The density of the liquid was measured carefully.","仔细测量了液体的密度。","https://dict.youdao.com/dictvoice?type=1&audio=density","https://dict.youdao.com/dictvoice?type=2&audio=density"
"deny","[di'nai]","vt.否定 拒绝相信 拒绝 反对 克制","He denied all accusations.","他否认所有指控。","https://dict.youdao.com/dictvoice?type=1&audio=deny","https://dict.youdao.com/dictvoice?type=2&audio=deny"
"depart","[di'pɑ:t]","vi.离开 起程 出发 死亡 脱轨; vt.离开","The train departs at 9 a.m.","火车在上午九点出发。","https://dict.youdao.com/dictvoice?type=1&audio=depart","https://dict.youdao.com/dictvoice?type=2&audio=depart"
"department","[di'pɑ:tmənt]","n.部 司 局 处 系 部门 省","She works in the marketing department.","她在市场部工作。","https://dict.youdao.com/dictvoice?type=1&audio=department","https://dict.youdao.com/dictvoice?type=2&audio=department"
"departure","[di'pɑ:tʃə]","n.离开 出发 起程 分歧","His sudden departure surprised everyone.","他突然离开让所有人都很惊讶。","https://dict.youdao.com/dictvoice?type=1&audio=departure","https://dict.youdao.com/dictvoice?type=2&audio=departure"
"depend","[di'pend]","vi.依靠 依赖 相信 指望","You can always depend on her for help.","你总能依靠她提供帮助。","https://dict.youdao.com/dictvoice?type=1&audio=depend","https://dict.youdao.com/dictvoice?type=2&audio=depend"
"dependent","[di'pendənt]","adj.依靠的 依赖的 附属的 悬垂的; n.受经济援助者","The child's well-being is dependent on his parents.","孩子的幸福依赖于父母。","https://dict.youdao.com/dictvoice?type=1&audio=dependent","https://dict.youdao.com/dictvoice?type=2&audio=dependent"
"deposit","[di'pɔzit]","vt.使沉淀 存放 堆积; vi.沉淀; n.存款 定金 堆积物","I deposited money into my bank account.","我把钱存入了银行账户。","https://dict.youdao.com/dictvoice?type=1&audio=deposit","https://dict.youdao.com/dictvoice?type=2&audio=deposit"
"depress","[di'pres]","vt.使沮丧 按下 降低 [计算机] 降低","The rainy weather depressed him.","阴雨天气让他心情低落。","https://dict.youdao.com/dictvoice?type=1&audio=depress","https://dict.youdao.com/dictvoice?type=2&audio=depress"
"depth","[depθ]","n.深度 深厚 深处 强度 诚挚","The diver explored the ocean's depth.","潜水员探索了海洋深处。","https://dict.youdao.com/dictvoice?type=1&audio=depth","https://dict.youdao.com/dictvoice?type=2&audio=depth"
"derive","[di'raiv]","vt.取得 得自 起源 引申于; vi.起源","Many English words derive from Latin.","许多英语单词源自拉丁语。","https://dict.youdao.com/dictvoice?type=1&audio=derive","https://dict.youdao.com/dictvoice?type=2&audio=derive"
"descend","[di'send]","vt.&vi.降 传 降临 下来 下降 下倾","The hikers descended the mountain carefully.","登山者小心地下山。","https://dict.youdao.com/dictvoice?type=1&audio=descend","https://dict.youdao.com/dictvoice?type=2&audio=descend"
"describe","[di'skraib]","vt.形容 描写 描绘 描述 画(尤指几何图形)","Can you describe the suspect to the police?","你能向警察描述一下嫌疑人吗？","https://dict.youdao.com/dictvoice?type=1&audio=describe","https://dict.youdao.com/dictvoice?type=2&audio=describe"
"description","[di'skripʃən]","n.描写 描述 说明书 作图 形容 种类","The book includes a detailed description of the procedure.","书中包含了操作的详细说明。","https://dict.youdao.com/dictvoice?type=1&audio=description","https://dict.youdao.com/dictvoice?type=2&audio=description"
"desert","['dezət","di'zə:t]","n.沙漠 荒地 应得(的惩罚或奖励); vt.离弃 擅离 遗弃; vi.擅离职守; adj.沙漠的 荒凉的","Camels are well adapted to survive in the desert.","骆驼非常适合在沙漠中生存。","https://dict.youdao.com/dictvoice?type=2&audio=desert"
"deserve","[di'zə:v]","vt.应受 值得; vi.应该得到","She deserves recognition for her hard work.","她应因努力工作而获得认可。","https://dict.youdao.com/dictvoice?type=1&audio=deserve","https://dict.youdao.com/dictvoice?type=2&audio=deserve"
"design","[di'zain]","vt.设计 想像 计划; vi.计划 设计; n.设计 图样","The architect designed a modern house.","建筑师设计了一座现代房屋。","https://dict.youdao.com/dictvoice?type=1&audio=design","https://dict.youdao.com/dictvoice?type=2&audio=design"
"desirable","[di'zaiərəbl]","adj.值得相望的 可取的 值得有的 令人满意的 有吸引力的; n.有吸引力的人","Living near the park is very desirable.","住在公园附近很理想。","https://dict.youdao.com/dictvoice?type=1&audio=desirable","https://dict.youdao.com/dictvoice?type=2&audio=desirable"
"desire","[di'zaiə]","vt.要求 向往 请求 渴望; n.愿望 欲望 情欲","She desires to travel the world.","她渴望环游世界。","https://dict.youdao.com/dictvoice?type=1&audio=desire","https://dict.youdao.com/dictvoice?type=2&audio=desire"
"desk","[desk]","n.书桌 办公桌","He keeps his papers neatly on his desk.","他把文件整齐地放在书桌上。","https://dict.youdao.com/dictvoice?type=1&audio=desk","https://dict.youdao.com/dictvoice?type=2&audio=desk"
"despair","[di'spɛə]","n.绝望 失望; vi.绝望 失望","After the failure, he was in despair.","失败后，他陷入绝望。","https://dict.youdao.com/dictvoice?type=1&audio=despair","https://dict.youdao.com/dictvoice?type=2&audio=despair"
"desperate","['despərit]","adj.拼死的 绝望的 不顾一切的 极想得到的","They made a desperate attempt to escape.","他们拼命尝试逃脱。","https://dict.youdao.com/dictvoice?type=1&audio=desperate","https://dict.youdao.com/dictvoice?type=2&audio=desperate"
"despise","[di'spaiz]","vt.鄙视 蔑视","He despises dishonesty in people.","他鄙视人们的不诚实。","https://dict.youdao.com/dictvoice?type=1&audio=despise","https://dict.youdao.com/dictvoice?type=2&audio=despise"
"despite","[di'spait]","prep.不管 尽管 不顾; v.憎恨 轻视","Despite the rain, we went hiking.","尽管下雨，我们还是去徒步了。","https://dict.youdao.com/dictvoice?type=1&audio=despite","https://dict.youdao.com/dictvoice?type=2&audio=despite"
"destination","[.desti'neiʃən]","n.目的地 终点 目标 景点","Paris is a popular tourist destination.","巴黎是热门旅游目的地。","https://dict.youdao.com/dictvoice?type=1&audio=destination","https://dict.youdao.com/dictvoice?type=2&audio=destination"
"destroy","[dis'trɔi]","vt.&vi.破坏 消灭 打破 [计算机] 撤消","The fire destroyed several houses.","火灾毁坏了几所房子。","https://dict.youdao.com/dictvoice?type=1&audio=destroy","https://dict.youdao.com/dictvoice?type=2&audio=destroy"
"destruction","[di'strʌkʃən]","n.破坏 毁灭 消灭 破坏者","War causes massive destruction.","战争造成巨大的破坏。","https://dict.youdao.com/dictvoice?type=1&audio=destruction","https://dict.youdao.com/dictvoice?type=2&audio=destruction"
"detail","['di:teil]","n. 细节 详情 部分 分派 枝节 零件; vt. 详述 选派 用小元素装饰; vi. 画细节","She explained every detail of the plan.","她详述了计划的每一个细节。","https://dict.youdao.com/dictvoice?type=1&audio=detail","https://dict.youdao.com/dictvoice?type=2&audio=detail"
"detect","[di'tekt]","vt. 察觉 发觉 侦察 发现 探测信息; vi. 当侦探","The device can detect even small movements.","这个装置甚至可以探测到微小的动作。","https://dict.youdao.com/dictvoice?type=1&audio=detect","https://dict.youdao.com/dictvoice?type=2&audio=detect"
"detection","[di'tekʃən]","n. 察觉 发觉 侦察 探测","Early detection of disease is crucial.","疾病的早期发现至关重要。","https://dict.youdao.com/dictvoice?type=1&audio=detection","https://dict.youdao.com/dictvoice?type=2&audio=detection"
"determination","[di.tə:mi'neiʃən]","n. 决心 (正式)决定 确定 规定 测定 定位","Her determination helped her succeed.","她的决心帮助她取得成功。","https://dict.youdao.com/dictvoice?type=1&audio=determination","https://dict.youdao.com/dictvoice?type=2&audio=determination"
"determine","[di'tə:min]","vt. 决定 查明 决心; [计算机]确定","The test will determine your level of proficiency.","测试将确定你的熟练程度。","https://dict.youdao.com/dictvoice?type=1&audio=determine","https://dict.youdao.com/dictvoice?type=2&audio=determine"
"develop","[di'veləp]","vt. 发展 形成 开发 冲洗照片; vi. 进步","The company plans to develop new technology.","公司计划开发新技术。","https://dict.youdao.com/dictvoice?type=1&audio=develop","https://dict.youdao.com/dictvoice?type=2&audio=develop"
"development","[di'veləpmənt]","n. 发展 开发 生长 显影 开发区","The area has seen rapid development.","该地区经历了快速发展。","https://dict.youdao.com/dictvoice?type=1&audio=development","https://dict.youdao.com/dictvoice?type=2&audio=development"
"device","[di'vais]","n. 器械 装置 设备 设计 策略","This device measures temperature accurately.","这个装置可以精确测量温度。","https://dict.youdao.com/dictvoice?type=1&audio=device","https://dict.youdao.com/dictvoice?type=2&audio=device"
"devil","['devl]","n. 魔鬼 恶魔 坏人 难对付的东西 困难 小尘暴; vt. 加料 惹恼","He acted like a devil in the story.","他在故事中表现得像个魔鬼。","https://dict.youdao.com/dictvoice?type=1&audio=devil","https://dict.youdao.com/dictvoice?type=2&audio=devil"
"devise","[di'vaiz]","vt. 设计 发明; 遗赠; n. 遗赠(的财产)","They devised a clever plan.","他们设计了一个巧妙的计划。","https://dict.youdao.com/dictvoice?type=1&audio=devise","https://dict.youdao.com/dictvoice?type=2&audio=devise"
"devote","[di'vəut]","vt. 将...奉献 致力于 投入于 献身","She devoted her life to helping others.","她献身于帮助他人。","https://dict.youdao.com/dictvoice?type=1&audio=devote","https://dict.youdao.com/dictvoice?type=2&audio=devote"
"dew","[dju:]","n. 露 露水","The grass was wet with dew.","草地被露水打湿了。","https://dict.youdao.com/dictvoice?type=1&audio=dew","https://dict.youdao.com/dictvoice?type=2&audio=dew"
"diagram","['daiəgræm]","n. 图解 图表 简图; vt. 用图解法表示","Draw a diagram to explain your idea.","画一张图表来解释你的想法。","https://dict.youdao.com/dictvoice?type=1&audio=diagram","https://dict.youdao.com/dictvoice?type=2&audio=diagram"
"dial","['daiəl]","n. 钟面 拨号盘 刻度盘 针面 转盘; vt. 拨用仪表测量 操作仪表; vi. 拨号 用仪表测量 [计算机] 拨号","Please dial the number carefully.","请小心拨号。","https://dict.youdao.com/dictvoice?type=1&audio=dial","https://dict.youdao.com/dictvoice?type=2&audio=dial"
"dialect","['daiəlekt]","n. 方言 土语 地方话","He spoke in a local dialect.","他说的是当地方言。","https://dict.youdao.com/dictvoice?type=1&audio=dialect","https://dict.youdao.com/dictvoice?type=2&audio=dialect"
"dialog","['daiəlɔg]","n. 对话 对白 (美)=dialogue","The characters in the play had a long dialog.","剧中人物有一段长对话。","https://dict.youdao.com/dictvoice?type=1&audio=dialog","https://dict.youdao.com/dictvoice?type=2&audio=dialog"
"diameter","[dai'æmitə]","n. 直径","The diameter of the circle is 10 cm.","圆的直径是10厘米。","https://dict.youdao.com/dictvoice?type=1&audio=diameter","https://dict.youdao.com/dictvoice?type=2&audio=diameter"
"diamond","['daiəmənd]","n. 金刚石 钻石 菱形 像钻石的物质 纸牌的方块 棒球内场; vt. 用钻石装饰; adj. 60 或75周年纪念的","She wore a diamond ring.","她戴了一枚钻石戒指。","https://dict.youdao.com/dictvoice?type=1&audio=diamond","https://dict.youdao.com/dictvoice?type=2&audio=diamond"
"diary","['daiəri]","n. 日记 日记簿","She writes in her diary every night.","她每天晚上写日记。","https://dict.youdao.com/dictvoice?type=1&audio=diary","https://dict.youdao.com/dictvoice?type=2&audio=diary"
"dictate","['dikteit, dik'teit]","vt. & vi. 口授 命令 听写; n. 命令 指挥 指令","The teacher dictated a paragraph to the students.","老师给学生们口述了一段文字。","https://dict.youdao.com/dictvoice?type=1&audio=dictate","https://dict.youdao.com/dictvoice?type=2&audio=dictate"
"dictation","[dik'teiʃən]","n. 口授 笔录 听写","We practiced dictation in class.","我们在课堂上练习听写。","https://dict.youdao.com/dictvoice?type=1&audio=dictation","https://dict.youdao.com/dictvoice?type=2&audio=dictation"
"dictionary","['dikʃəneri]","n. 词典 字典 辞典","I looked up the word in the dictionary.","我在词典里查了这个词。","https://dict.youdao.com/dictvoice?type=1&audio=dictionary","https://dict.youdao.com/dictvoice?type=2&audio=dictionary"
"die","[dai]","vi. 死 死亡 灭亡; n. 金属模子 印模 骰子","Many soldiers died in the battle.","许多士兵在战斗中牺牲。","https://dict.youdao.com/dictvoice?type=1&audio=die","https://dict.youdao.com/dictvoice?type=2&audio=die"
"differ","['difə]","vi. 不同 (意见) 相异 不一致","Opinions differ on this topic.","关于这个话题，意见不一致。","https://dict.youdao.com/dictvoice?type=1&audio=differ","https://dict.youdao.com/dictvoice?type=2&audio=differ"
"difference","['difərəns]","n. 差别 差分 歧; vt. 引起区别","There is a big difference between them.","他们之间有很大的差别。","https://dict.youdao.com/dictvoice?type=1&audio=difference","https://dict.youdao.com/dictvoice?type=2&audio=difference"
"different","['difərənt]","adj. 差异的 各种的 不同的 与众不同的","We come from different countries.","我们来自不同的国家。","https://dict.youdao.com/dictvoice?type=1&audio=different","https://dict.youdao.com/dictvoice?type=2&audio=different"
"difficult","['difikəlt]","adj. 困难的 难对付的(人) 难取悦的 难相处的","This problem is very difficult.","这个问题非常困难。","https://dict.youdao.com/dictvoice?type=1&audio=difficult","https://dict.youdao.com/dictvoice?type=2&audio=difficult"
"difficulty","['difikəlti]","n. 困难 争议 反对 麻烦 难事 困境","She had difficulty completing the task.","她完成这项任务有困难。","https://dict.youdao.com/dictvoice?type=1&audio=difficulty","https://dict.youdao.com/dictvoice?type=2&audio=difficulty"
"dig","[dig]","vt. 掘 挖 翻土 采掘","They dig a hole in the garden.","他们在花园里挖一个洞。","https://dict.youdao.com/dictvoice?type=1&audio=dig","https://dict.youdao.com/dictvoice?type=2&audio=dig"
"digest","[dai'dʒest]","vt. 消化 领会 理解; vi. 消化; n. 文摘 摘要","It takes time to digest this information.","消化这些信息需要时间。","https://dict.youdao.com/dictvoice?type=1&audio=digest","https://dict.youdao.com/dictvoice?type=2&audio=digest"
"digital","['didʒitəl]","adj. 数字的 计数的 手指的 数码的 电子的","Digital cameras are very popular now.","数字相机现在非常流行。","https://dict.youdao.com/dictvoice?type=1&audio=digital","https://dict.youdao.com/dictvoice?type=2&audio=digital"
"diligent","['dilidʒənt]","adj. 勤勉的 勤奋的 用功的","She is a diligent student.","她是个勤奋的学生。","https://dict.youdao.com/dictvoice?type=1&audio=diligent","https://dict.youdao.com/dictvoice?type=2&audio=diligent"
"dim","[dim]","adj. 昏暗的 暗淡的 朦胧的 模糊的 笨的; vt. 使暗淡 使失去光泽; vi. 变暗; n. 车头灯的短焦距光","The light in the room was dim.","房间里的灯光昏暗。","https://dict.youdao.com/dictvoice?type=1&audio=dim","https://dict.youdao.com/dictvoice?type=2&audio=dim"
"dimension","[di'menʃən]","n. 尺寸 尺度 面积 次元 容积 维度 范围 方面; vt. 标尺寸 形成...尺寸","Check the dimensions of the table.","检查桌子的尺寸。","https://dict.youdao.com/dictvoice?type=1&audio=dimension","https://dict.youdao.com/dictvoice?type=2&audio=dimension"
"dinner","['dinə]","n. 正餐 主餐 宴会 晚宴","We had a delicious dinner last night.","我们昨晚吃了一顿美味的晚餐。","https://dict.youdao.com/dictvoice?type=1&audio=dinner","https://dict.youdao.com/dictvoice?type=2&audio=dinner"
"dip","[dip]","vt.浸 蘸 给...洗药浴; vi.浸一浸 下降 向下倾斜 翻阅 提取(款项); n.游 下降 减少 低洼处 调味酱 药浴液","He dipped the brush into the paint.","他把刷子浸入油漆中。","https://dict.youdao.com/dictvoice?type=1&audio=dip","https://dict.youdao.com/dictvoice?type=2&audio=dip"
"direct","[di'rekt]","adj.直接的 直率的 笔直的 坦白的; vt.指挥 命令 负责; vi.指导 指出","She directed the team during the project.","她在项目中指导团队。","https://dict.youdao.com/dictvoice?type=1&audio=direct","https://dict.youdao.com/dictvoice?type=2&audio=direct"
"direction","[di'rekʃən]","n.方向 方位 指导 用法说明 趋势","The compass shows the correct direction.","指南针显示正确的方向。","https://dict.youdao.com/dictvoice?type=1&audio=direction","https://dict.youdao.com/dictvoice?type=2&audio=direction"
"directly","[di'rektli]","adv.直接地 立即 完全","He arrived directly after the meeting.","他会后立即到达。","https://dict.youdao.com/dictvoice?type=1&audio=directly","https://dict.youdao.com/dictvoice?type=2&audio=directly"
"director","[di'rektə"," dai'rektə]","n.指导者 理事 董事 经理 主管 导演","The director of the company approved the plan.","公司董事批准了计划。","https://dict.youdao.com/dictvoice?type=2&audio=director"
"dirt","[də:t]","n.尘 土 污物 污垢 泥土 污秽的言行 卑鄙的人 堕落 矿渣","The child got dirt on his clothes while playing outside.","孩子在外面玩时弄脏了衣服。","https://dict.youdao.com/dictvoice?type=1&audio=dirt","https://dict.youdao.com/dictvoice?type=2&audio=dirt"
"dirty","['də:ti]","adj.脏的 下流的 肮脏的 色情的 卑鄙的; adv.卑鄙地; vt.使...变脏; vi.弄脏","The kitchen was dirty after the party.","聚会后厨房很脏。","https://dict.youdao.com/dictvoice?type=1&audio=dirty","https://dict.youdao.com/dictvoice?type=2&audio=dirty"
"disable","[dis'eibl]","vt.使无能 使伤残 使...失去能力","The accident disabled him temporarily.","事故使他暂时失去行动能力。","https://dict.youdao.com/dictvoice?type=1&audio=disable","https://dict.youdao.com/dictvoice?type=2&audio=disable"
"disadvantage","[.disəd'væntidʒ]","n.不利 不利地位 不利条件 损害 损失","Being new to the city was a disadvantage for him.","刚到这个城市对他来说是个不利条件。","https://dict.youdao.com/dictvoice?type=1&audio=disadvantage","https://dict.youdao.com/dictvoice?type=2&audio=disadvantage"
"disagree","[.disə'gri:]","vi.有分歧 不一致 不适应 不适宜","I disagree with your opinion.","我不同意你的看法。","https://dict.youdao.com/dictvoice?type=1&audio=disagree","https://dict.youdao.com/dictvoice?type=2&audio=disagree"
"disappear","[.disə'piə]","vi.不见 失踪 消失 灭绝; vt.引起消失","The magician made the rabbit disappear.","魔术师让兔子消失了。","https://dict.youdao.com/dictvoice?type=1&audio=disappear","https://dict.youdao.com/dictvoice?type=2&audio=disappear"
"disappoint","[.disə'pɔint]","vt.&vi.使失望 使受挫折","The results of the test disappointed the students.","考试结果让学生们失望。","https://dict.youdao.com/dictvoice?type=1&audio=disappoint","https://dict.youdao.com/dictvoice?type=2&audio=disappoint"
"disaster","[di'zɑ:stə]","n.灾难 灾祸 天灾","The earthquake was a major disaster.","地震是一场重大灾难。","https://dict.youdao.com/dictvoice?type=1&audio=disaster","https://dict.youdao.com/dictvoice?type=2&audio=disaster"
"disk","[disk]","n.圆盘 唱片 磁盘 光盘 花盘 盘形物 [计算机]磁盘; vt.用圆盘耙耙地","The computer stores data on a disk.","计算机将数据存储在磁盘上。","https://dict.youdao.com/dictvoice?type=1&audio=disk","https://dict.youdao.com/dictvoice?type=2&audio=disk"
"discard","['diskɑ:d,dis'kɑ:d]","vt.丢弃 抛弃 遗弃; vi.丢牌; n.丢牌 废牌","He discarded the old papers.","他丢弃了旧文件。","https://dict.youdao.com/dictvoice?type=1&audio=discard","https://dict.youdao.com/dictvoice?type=2&audio=discard"
"discharge","[dis'tʃɑ:dʒ]","vt.&vi.释放 排出 放出 解雇 解除 放电 清偿债务; n.释放 卸货 放电 一股 一阵 开火 发射 准许离开","The hospital discharged the patient after recovery.","病人康复后出院。","https://dict.youdao.com/dictvoice?type=1&audio=discharge","https://dict.youdao.com/dictvoice?type=2&audio=discharge"
"discipline","['disiplin]","n.纪律 训练 惩罚 学科; vt.训练 惩罚","Students must follow the school's discipline rules.","学生必须遵守学校的纪律规定。","https://dict.youdao.com/dictvoice?type=1&audio=discipline","https://dict.youdao.com/dictvoice?type=2&audio=discipline"
"disclose","[dis'kləuz]","vt.揭开 揭发 透露","The company disclosed its financial report.","公司披露了财务报告。","https://dict.youdao.com/dictvoice?type=1&audio=disclose","https://dict.youdao.com/dictvoice?type=2&audio=disclose"
"discourage","[dis'kʌridʒ]","vt.使泄气 使灰心 阻碍","Bad weather discouraged the hikers.","恶劣天气使登山者气馁。","https://dict.youdao.com/dictvoice?type=1&audio=discourage","https://dict.youdao.com/dictvoice?type=2&audio=discourage"
"discover","[dis'kʌvə]","vt.&vi.发现 暴露 显示","She discovered a new species of plant.","她发现了一种新植物。","https://dict.youdao.com/dictvoice?type=1&audio=discover","https://dict.youdao.com/dictvoice?type=2&audio=discover"
"discovery","[dis'kʌvəri]","n.发现 被发现的事物","The discovery of electricity changed the world.","电的发现改变了世界。","https://dict.youdao.com/dictvoice?type=1&audio=discovery","https://dict.youdao.com/dictvoice?type=2&audio=discovery"
"discuss","[di'skʌs]","vt.讨论 谈论 论述","We discussed the project for hours.","我们讨论了几个小时这个项目。","https://dict.youdao.com/dictvoice?type=1&audio=discuss","https://dict.youdao.com/dictvoice?type=2&audio=discuss"
"discussion","[di'skʌʃən]","n.讨论 谈论 辩论 论述","The discussion focused on climate change.","讨论集中在气候变化上。","https://dict.youdao.com/dictvoice?type=1&audio=discussion","https://dict.youdao.com/dictvoice?type=2&audio=discussion"
"disease","[di'zi:z]","n.病 疾病 病害 弊端","Smoking can lead to serious disease.","吸烟会导致严重疾病。","https://dict.youdao.com/dictvoice?type=1&audio=disease","https://dict.youdao.com/dictvoice?type=2&audio=disease"
"disguise","[dis'gaiz]","vi.隐瞒 掩埋; vt.假装 假扮 掩饰; n.假装 假面目 伪装物","He disguised himself as a waiter.","他伪装成服务员。","https://dict.youdao.com/dictvoice?type=1&audio=disguise","https://dict.youdao.com/dictvoice?type=2&audio=disguise"
"disgust","[dis'gʌst]","n.厌恶 憎恶 嫌恶; vt.&vi.令人厌恶","The smell of rotten food disgusted him.","腐烂食物的气味让他厌恶。","https://dict.youdao.com/dictvoice?type=1&audio=disgust","https://dict.youdao.com/dictvoice?type=2&audio=disgust"
"dish","[diʃ]","n.碟 盘子 菜肴 凹形; vt.装盘 提出 揭露 挖空; vi.闲谈","She served a delicious dish for dinner.","她晚餐端上了一道美味的菜。","https://dict.youdao.com/dictvoice?type=1&audio=dish","https://dict.youdao.com/dictvoice?type=2&audio=dish"
"dishonour","[dis'ɔnə]","n.不光彩 丢脸的人 耻辱; vt.使丢脸 侮辱 拒付","He faced dishonour after the scandal.","丑闻之后，他名誉扫地。","https://dict.youdao.com/dictvoice?type=1&audio=dishonour","https://dict.youdao.com/dictvoice?type=2&audio=dishonour"
"dislike","[dis'laik]","vt.&n.不喜爱 厌恶 反感","I dislike spicy food.","我不喜欢辣的食物。","https://dict.youdao.com/dictvoice?type=1&audio=dislike","https://dict.youdao.com/dictvoice?type=2&audio=dislike"
"dismiss","[dis'mis]","vt.不再考虑 解雇 解散 开除 逃避(法律) 驳回","The manager dismissed the employee for negligence.","经理因疏忽解雇了员工。","https://dict.youdao.com/dictvoice?type=1&audio=dismiss","https://dict.youdao.com/dictvoice?type=2&audio=dismiss"
"disorder","[dis'ɔ:də]","n.混乱 杂乱 骚乱; vt.扰乱","The sudden protest caused disorder in the street.","突如其来的抗议导致街道混乱。","https://dict.youdao.com/dictvoice?type=1&audio=disorder","https://dict.youdao.com/dictvoice?type=2&audio=disorder"
"display","[di'splei]","vt.陈列 展览 显示 炫耀; vt.显示 表现 夸示","The museum displays ancient artifacts.","博物馆陈列古代文物。","https://dict.youdao.com/dictvoice?type=1&audio=display","https://dict.youdao.com/dictvoice?type=2&audio=display"
"disposal","[di'spəuzəl]","n. 丢掉 处理 销毁 菜碾碎器","The disposal of waste is important for the environment.","废物处理对环境很重要。","https://dict.youdao.com/dictvoice?type=1&audio=disposal","https://dict.youdao.com/dictvoice?type=2&audio=disposal"
"dispose","[di'spəuz]","vi. 去掉 丢掉 销毁; vt. 倾向于 处置","He disposed of the old furniture.","他处理掉了旧家具。","https://dict.youdao.com/dictvoice?type=1&audio=dispose","https://dict.youdao.com/dictvoice?type=2&audio=dispose"
"displease","[dis'pli:z]","vt. 使不愉快 使生气","Her comment displeased everyone.","她的评论让大家都不高兴。","https://dict.youdao.com/dictvoice?type=1&audio=displease","https://dict.youdao.com/dictvoice?type=2&audio=displease"
"dispute","[di'spju:t]","vi. 争论 争执; vt. 争论 质疑 争夺 抵抗; n. 争论 争吵","The two countries disputed the border issue.","两国就边界问题发生争执。","https://dict.youdao.com/dictvoice?type=1&audio=dispute","https://dict.youdao.com/dictvoice?type=2&audio=dispute"
"dissatisfy","[dis'sætisfai]","vi. 使不满 使不平","The service will dissatisfy many customers.","这项服务会让许多顾客不满意。","https://dict.youdao.com/dictvoice?type=1&audio=dissatisfy","https://dict.youdao.com/dictvoice?type=2&audio=dissatisfy"
"dissolve","[di'zɔlv]","vt. 使溶解 解散 消除 解决(问题) 使沮丧; vi. 消散 溶解 解散 液化 变得模糊; n. 叠化画面","Sugar dissolves in water.","糖在水中溶解。","https://dict.youdao.com/dictvoice?type=1&audio=dissolve","https://dict.youdao.com/dictvoice?type=2&audio=dissolve"
"distance","['distəns]","n. 距离 间距 远处 (人际关系的)疏远; vt. 使疏远 把(对手)甩在后面 与...保持距离; adj. (通过电子手段)远程(教育)","Keep a safe distance from the car in front.","与前车保持安全距离。","https://dict.youdao.com/dictvoice?type=1&audio=distance","https://dict.youdao.com/dictvoice?type=2&audio=distance"
"distant","['distənt]","adj. 在远处的 疏远的 远房的 陌生的 远行的","He could see a distant mountain.","他能看到远处的山。","https://dict.youdao.com/dictvoice?type=1&audio=distant","https://dict.youdao.com/dictvoice?type=2&audio=distant"
"distinct","[di'stiŋkt]","adj. 与其他不同的 不同的 明显的 (from) 独特的 清楚的","There is a distinct difference between the two proposals.","这两个提案之间有明显差异。","https://dict.youdao.com/dictvoice?type=1&audio=distinct","https://dict.youdao.com/dictvoice?type=2&audio=distinct"
"distinction","[di'stiŋkʃən]","n. 差别 不同 区分 对比 杰出","She graduated with distinction.","她以优异成绩毕业。","https://dict.youdao.com/dictvoice?type=1&audio=distinction","https://dict.youdao.com/dictvoice?type=2&audio=distinction"
"distinguish","[di'stiŋgwiʃ]","vt. 区别 辨别 认别 特别关注; vi. 区别","It's hard to distinguish between the twins.","很难区分这对双胞胎。","https://dict.youdao.com/dictvoice?type=1&audio=distinguish","https://dict.youdao.com/dictvoice?type=2&audio=distinguish"
"distress","[di'stres]","n. 忧虑 悲伤 不幸 苦恼 贫困 忧郁 恶化 扣押财物; vt. 使...苦恼 仿造","She was in great distress after the accident.","事故后她非常痛苦。","https://dict.youdao.com/dictvoice?type=1&audio=distress","https://dict.youdao.com/dictvoice?type=2&audio=distress"
"distribute","[di'stribjut]","vt. & vi. 分发 分送 分布 分配","The volunteers distribute food to the needy.","志愿者分发食物给有需要的人。","https://dict.youdao.com/dictvoice?type=1&audio=distribute","https://dict.youdao.com/dictvoice?type=2&audio=distribute"
